id,title,release_date,overview,popularity,vote_average,vote_count,Adventure,Fantasy,Animation,Drama,Horror,Action,Comedy,History,Western,Thriller,Crime,Documentary,Science Fiction,Mystery,Music,Romance,Family,War,TV Movie
574475,final destination bloodlines,0.9775280898876417,plagued by a violent recurring nightmare college student stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all,0.9999999999999999,0.7184,0.02262985543515881,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1087891,the amateur,0.9775280898876417,after his life is turned upside down when his wife is killed in a london terrorist attack a brilliant but introverted cia decoder takes matters into his own hands when his supervisors refuse to take action,0.42165247720443627,0.6907000000000001,0.01395064029179202,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1426776,straw,0.9775280898876417,what will be her last straw a devastatingly bad day pushes a hardworking single mother to the breaking point  and into a shocking act of desperation,0.3913987255785649,0.8097,0.012938952637043743,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
552524,lilo  stitch,0.9775280898876417,the wildly funny and touching story of a lonely hawaiian girl and the fugitive alien who helps to mend her broken family,0.35034448237602667,0.71,0.0173318069273981,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
870028,the accountant,0.9775280898876417,when an old acquaintance is murdered wolff is compelled to solve the case realizing more extreme measures are necessary wolff recruits his estranged and highly lethal brother brax to help in partnership with marybeth medina they uncover a deadly conspiracy becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried,0.2634646934271076,0.722,0.02185777801442986,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1376434,predator killer of killers,0.9775280898876417,while three of the fiercest warriors in human historya viking raider a ninja in feudal japan and a wwii pilotare killers in their own right they are merely prey for their new opponent the ultimate killer of killers,0.3140336368293218,0.7988000000000001,0.014137003807140386,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1087192,how to train your dragon,0.9775280898876417,on the rugged isle of berk where vikings and dragons have been bitter enemies for generations hiccup stands apart defying centuries of tradition when he befriends toothless a feared night fury dragon their unlikely bond reveals the true nature of dragons challenging the very foundations of viking society,0.28494894402097476,0.8,0.00697532014589601,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1379587,utopia,0.9662921348314626,a soldier searching for his missing wife breaks into a hightech facility believing shes been caught in a human trafficking ring but beyond its walls he finds a surreal futuristic fantasy park where reality and illusion blur as he navigates this seductive and dangerous world a shocking truth pulls him deeper into a deadly game where nothing is as it seems,0.2534415523021229,0.5136000000000001,0.0008785708580708715,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1240475,hunt the wicked,0.9662921348314626,the film tells the story of narcotics police officer huang mingjin and the mysterious figure wei yunzhou through completely different means and methods in the process of calculating and wrestling with each other they tear apart the facade of urban tranquility exposing the underground drug network woven by the hidden hand long wang and ultimately eradicate the darkness with the sword of justice revealing the dawn of light,0.24095896794205002,0.48,0.00015974015601288573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1239193,deep cover,0.9775280898876417,kat is an improv comedy teacher beginning to question if shes missed her shot at success when an undercover cop offers her the role of a lifetime she recruits two of her students to infiltrate londons gangland by impersonating dangerous criminals,0.23346849871789171,0.68,0.0032480498389286763,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
