id,title,release_date,overview,popularity,vote_average,vote_count,Adventure,Fantasy,Animation,Drama,Horror,Action,Comedy,History,Western,Thriller,Crime,Documentary,Science Fiction,Mystery,Music,Romance,Family,War,TV Movie
574475,final destination bloodlines,0.7837952912453308,plagued by a violent recurring nightmare college student stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all,19.520083999676654,0.2551692914624359,-0.7231523524730913,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1087891,the amateur,0.7837952912453308,after his life is turned upside down when his wife is killed in a london terrorist attack a brilliant but introverted cia decoder takes matters into his own hands when his supervisors refuse to take action,8.045244938283675,0.055837318825915305,-0.7687398129523334,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1426776,straw,0.7837952912453308,what will be her last straw a devastatingly bad day pushes a hardworking single mother to the breaking point  and into a shocking act of desperation,7.444988315358804,0.9121732301524831,-0.7740536887137174,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
552524,lilo  stitch,0.7837952912453308,the wildly funny and touching story of a lonely hawaiian girl and the fugitive alien who helps to mend her broken family,6.630442017556235,0.19472205066291307,-0.7509802808024446,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
870028,the accountant,0.7837952912453308,when an old acquaintance is murdered wolff is compelled to solve the case realizing more extreme measures are necessary wolff recruits his estranged and highly lethal brother brax to help in partnership with marybeth medina they uncover a deadly conspiracy becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried,4.9066832798032705,0.2810752518050881,-0.7272076787120423,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1376434,predator killer of killers,0.7837952912453308,while three of the fiercest warriors in human historya viking raider a ninja in feudal japan and a wwii pilotare killers in their own right they are merely prey for their new opponent the ultimate killer of killers,5.910008208455579,0.8337357391150082,-0.7677609411015521,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1087192,how to train your dragon,0.7837952912453308,on the rugged isle of berk where vikings and dragons have been bitter enemies for generations hiccup stands apart defying centuries of tradition when he befriends toothless a feared night fury dragon their unlikely bond reveals the true nature of dragons challenging the very foundations of viking society,5.332946569957287,0.8423710592292253,-0.805377587938718,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1379587,utopia,0.7092947176077145,a soldier searching for his missing wife breaks into a hightech facility believing shes been caught in a human trafficking ring but beyond its walls he finds a surreal futuristic fantasy park where reality and illusion blur as he navigates this seductive and dangerous world a shocking truth pulls him deeper into a deadly game where nothing is as it seems,4.707816808061705,-1.2185920080306831,-0.8374006813428483,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1240475,hunt the wicked,0.7092947176077145,the film tells the story of narcotics police officer huang mingjin and the mysterious figure wei yunzhou through completely different means and methods in the process of calculating and wrestling with each other they tear apart the facade of urban tranquility exposing the underground drug network woven by the hidden hand long wang and ultimately eradicate the darkness with the sword of justice revealing the dawn of light,4.4601531785717095,-1.4603809712287732,-0.8411763299101475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1239193,deep cover,0.7837952912453308,kat is an improv comedy teacher beginning to question if shes missed her shot at success when an undercover cop offers her the role of a lifetime she recruits two of her students to infiltrate londons gangland by impersonating dangerous criminals,4.311536775018934,-0.02116095219252416,-0.8249550249543435,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1315988,mikaela,0.7837952912453308,during the eve of the 6th of january a recordbreaking snowstorm sweeps across spain in the midst of its chaos a group of robbers seizes the opportunity to hijack an armoured van a few meters away is leo a finished policeman who has nothing to lose with the unexpected aid of a young woman he will try to stop the band from running away with their loot,3.0367720682739057,-0.4169464574274925,-0.8353030988054598,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1450599,ko,0.7837952912453308,a former fighter must find the missing son of an opponent he accidentally killed years ago taking on a brutally violent crime gang in marseille,2.9486053361433124,-0.12190635352506135,-0.8253745414618212,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1289601,life after fighting,0.7092947176077145,retired martial arts world champion alex faulkner has settled into a simple life when the disappearance of two of his students leads to an unthinkable discovery close to home just when all hope of finding the children is lost he locates the imprisoned girls and unsurfaces an international child trafficking operation which draws him back into the fight of his life against those behind it,3.5685682390172584,0.08246288917808586,-0.8369811648353706,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1233413,sinners,0.7837952912453308,trying to leave their troubled lives behind twin brothers return to their hometown to start again only to discover that an even greater evil is waiting to welcome them back,3.403660324905414,0.5322191451269136,-0.6302993654846963,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1017163,the roundup punishment,0.7092947176077145,monster cop ma seokdo investigates an illegal online gambling business led by a former sts baek and an it genius ceo chang ma proposes an unexpected alliance to jang and begins hunting down the criminals,3.364388757499701,0.0011469581025381188,-0.8225777647453033,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1225916,3o an endless story,0.6347941439700981,this movie is a gift for the 2023 esca high school thirdyear students despite a challenging year we know it wasnt all about studying and sadness,2.7850041817174715,1.112224812798522,-0.8414560075817993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
950387,a minecraft movie,0.7837952912453308,four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the overworld a bizarre cubic wonderland that thrives on imagination to get back home theyll have to master this world while embarking on a magical quest with an unexpected expert crafter steve,2.7075717926391496,-0.23704395504796136,-0.5901656196026642,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
666154,kayara,0.7837952912453308,a courageous and athletic teenager kayara dreams that she is destined to be the first female to break into the league of chasquis  the official messengers of the incan empire as she learns what it takes to be a chasqui along with its challenges she tackles every mission she gets and discovers the ancient stories of her land and her people,2.766676877121259,0.5545270554219753,-0.8355827764771117,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
541671,ballerina,0.7837952912453308,taking place during the events of john wick chapter 3  parabellum eve macarro begins her training in the assassin traditions of the ruska roma,2.204725507202713,0.18248868050110534,-0.798805162654901,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
575265,mission impossible  the final reckoning,0.7837952912453308,ethan hunt and team continue their search for the terrifying ai known as the entity  which has infiltrated intelligence networks all over the globe  with the worlds governments and a mysterious ghost from hunts past on their trail joined by new allies and armed with the means to shut the entity down for good hunt is in a race against time to prevent the world as we know it from changing forever,1.7547067014936473,0.23430060118641033,-0.7311231661151674,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
447273,snow white,0.7837952912453308,following the benevolent kings disappearance the evil queen dominated the once fair land with a cruel streak princess snow white flees the castle when the queen in her jealousy over snow whites inner beauty tries to kill her deep into the dark woods she stumbles upon seven magical dwarves and a young bandit named jonathan together they strive to survive the queens relentless pursuit and aspire to take back the kingdom,1.5888290341411362,-1.836737006206752,-0.6842771561134923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
757725,shadow force,0.7837952912453308,kyrah and isaac were once the leaders of a multinational special forces group called shadow force they broke the rules by falling in love and in order to protect their son they go underground with a large bounty on their heads and the vengeful shadow force hot on their trail one familys fight becomes allout war,1.4049112054392054,-0.3305932562853175,-0.8312477725665088,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1284120,the ugly stepsister,0.7837952912453308,in a fairytale kingdom where beauty is a brutal business elvira battles to compete with her incredibly beautiful stepsister and she will go to any length to catch the princes eye,1.6175020927250972,0.1968808806914675,-0.8169842113122674,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1097311,echo valley,0.7837952912453308,kate lives a secluded lifeuntil her troubled daughter shows up frightened and covered in someone elses blood as kate unravels the shocking truth she learns just how far a mother will go to try to save her child,1.6615158222544948,-0.18954969441976527,-0.8292900288649463,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
